index,Case,Test,QL_bpd,TargetRPM,TargetP_psi,RPM,TargetVISL_cp,DP_psi,Ns,D_in,DENL_kgm3,WR_%,WC,Head_ft,exp_Ns,BHP_hp,VISL_cP_real,QL_round,eff_%,R2_m,Ptank_psi,Tin_F,QG_bpd,Pump,Comments
742,DN1750_Banjar,Emulsion,1082.819286,3000,100,3000,9,3.71365683,2185,4,809.3523265,6.11369277,0.05,10.59683698,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
743,DN1750_Banjar,Emulsion,1101.576563,3000,100,3000,9,4.47412082,2185,4,826.3842623,14.78236601,0.15,12.50367778,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
744,DN1750_Banjar,Emulsion,1102.542222,3000,100,3000,9,4.15842028,2185,4,845.9928417,24.71147412,0.25,11.35203694,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
745,DN1750_Banjar,Emulsion,1123.736028,3000,100,3000,9,3.39255182,2185,4,837.2474769,20.44937621,0.2,9.358036748,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
746,DN1750_Banjar,Emulsion,1128.400775,3000,100,3000,9,3.51186739,2185,4,845.6848788,24.64128263,0.25,9.590508768,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
747,DN1750_Banjar,Emulsion,1131.899229,3000,100,3000,9,3.93397636,2185,4,875.9751192,39.94531408,0.4,10.37175092,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
748,DN1750_Banjar,Emulsion,1153.663371,3000,100,3000,9,4.57731664,2185,4,814.0590859,8.35238873,0.1,12.98575282,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
749,DN1750_Banjar,Emulsion,1155.695083,3000,100,3000,9,3.95098193,2185,4,826.3426602,14.80497687,0.15,11.04223469,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
750,DN1750_Banjar,Emulsion,1156.015648,3000,100,3000,9,3.08492512,2185,4,826.5642381,14.99423322,0.15,8.619461205,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
751,DN1750_Banjar,Emulsion,1157.367676,3000,100,3000,9,4.49873404,2185,4,826.9019516,15.02759852,0.15,12.56459243,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
752,DN1750_Banjar,Emulsion,1167.921005,3000,100,3000,9,3.25627491,2185,4,845.9964115,24.70004395,0.25,8.889240284,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
753,DN1750_Banjar,Emulsion,1170.447422,3000,100,3000,9,3.38117652,2185,4,809.4821092,6.17956028,0.05,9.646564966,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
754,DN1750_Banjar,Emulsion,1183.476878,3000,100,3000,9,3.17450028,2185,4,837.2523612,20.48576759,0.2,8.756510895,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
755,DN1750_Banjar,Emulsion,1186.111251,3000,100,3000,9,3.74001192,2185,4,876.1398217,39.97707506,0.4,9.858518823,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
756,DN1750_Banjar,Emulsion,1189.522531,3000,100,3000,9,3.46959876,2185,4,814.6987849,8.70170731,0.1,9.835451225,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
757,DN1750_Banjar,Emulsion,1189.733506,3000,100,3000,9,2.94495975,2185,4,826.4499846,14.98171802,0.15,8.229527318,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
758,DN1750_Banjar,Emulsion,1207.720139,3000,100,3000,9,3.1199507,2185,4,846.3408883,24.92942325,0.25,8.513624909,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
759,DN1750_Banjar,Emulsion,1208.541942,3000,100,3000,9,3.15824352,2185,4,846.1163468,24.72784081,0.25,8.620404239,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
760,DN1750_Banjar,Emulsion,1212.042672,3000,100,3000,9,2.80648692,2185,4,826.7350552,15.05642302,0.15,7.839868409,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
761,DN1750_Banjar,Emulsion,1214.61033,3000,100,3000,9,3.15027909,2185,4,846.1975206,24.889743,0.25,8.597840531,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
762,DN1750_Banjar,Emulsion,1215.207678,3000,100,3000,9,3.57054866,2185,4,826.98293,15.01109232,0.15,9.97127088,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
763,DN1750_Banjar,Emulsion,1216.764189,3000,100,3000,9,2.83427324,2185,4,826.5098675,14.94221152,0.15,7.919646139,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
764,DN1750_Banjar,Emulsion,1218.084803,3000,100,3000,9,2.89836288,2185,4,826.2774231,14.91868177,0.15,8.101006417,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
765,DN1750_Banjar,Emulsion,1227.056943,3000,100,3000,9,3.05287229,2185,4,837.2263853,20.47090105,0.2,8.421274694,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
766,DN1750_Banjar,Emulsion,1232.830191,3000,100,3000,9,3.08548788,2185,4,809.5316791,6.21567374,0.05,8.802420268,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
767,DN1750_Banjar,Emulsion,1240.346462,3000,100,3000,9,3.56912523,2185,4,876.2811165,40.05738325,0.4,9.406551489,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
768,DN1750_Banjar,Emulsion,1240.590975,3000,100,3000,9,2.9182256,2185,4,837.4887174,20.52425358,0.2,8.047333533,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
769,DN1750_Banjar,Emulsion,1241.761531,3000,100,3000,9,3.16309587,2185,4,814.4231457,8.63488506,0.1,8.969626332,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
770,DN1750_Banjar,Emulsion,1242.425557,3000,100,3000,9,2.92412481,2185,4,837.3872001,20.51513093,0.2,8.064578823,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
771,DN1750_Banjar,Emulsion,1244.833243,3000,100,3000,9,2.94405972,2185,4,837.4955172,20.52770021,0.2,8.118508093,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
772,DN1750_Banjar,Emulsion,1247.484582,3000,100,3000,9,3.53204319,2185,4,876.2270588,40.0741882,0.4,9.309394801,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
773,DN1750_Banjar,Emulsion,1253.066954,3000,100,3000,9,3.53345696,2185,4,876.1486704,40.07617093,0.4,9.313954309,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
774,DN1750_Banjar,Emulsion,1269.686587,3000,100,3000,9,3.23713735,2185,4,826.9912998,15.01533966,0.15,9.040080331,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
775,DN1750_Banjar,Emulsion,1275.960724,3000,100,3000,9,2.88030741,2185,4,809.5433198,6.22524331,0.05,8.216953928,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
776,DN1750_Banjar,Emulsion,1296.858995,3000,100,3000,9,3.00771615,2185,4,814.7719973,8.73253419,0.1,8.525362552,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
777,DN1750_Banjar,Emulsion,1306.457507,3000,100,3000,9,2.77242485,2185,4,809.509507,6.23188103,0.05,7.909516439,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
778,DN1750_Banjar,Emulsion,1307.565953,3000,100,3000,9,3.0383323,2185,4,827.5012725,15.22369184,0.15,8.47966517,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
779,DN1750_Banjar,Emulsion,1315.288449,3000,100,3000,9,2.73928026,2185,4,809.1446777,6.14923328,0.05,7.818481083,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
780,DN1750_Banjar,Emulsion,1327.977755,3000,100,3000,9,2.81236952,2185,4,815.3818323,9.05308938,0.1,7.965691,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
781,DN1750_Banjar,Emulsion,1332.243015,3000,100,3000,9,2.82040293,2185,4,815.1668987,8.98000532,0.1,7.990550945,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
782,DN1750_Banjar,Emulsion,1332.256095,3000,100,3000,9,2.96344503,2185,4,827.5621837,15.2546223,0.15,8.270053946,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
783,DN1750_Banjar,Emulsion,1339.722883,3000,100,3000,9,2.93923543,2185,4,827.5741135,15.26068076,0.15,8.202374236,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
784,DN1750_Banjar,Emulsion,1340.525365,3000,100,3000,9,2.93950238,2185,4,827.5892605,15.26837236,0.15,8.202969061,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
785,DN1750_Banjar,Emulsion,1345.151407,3000,100,3000,9,3.01649208,2185,4,815.2787901,9.02779935,0.1,8.544922909,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
786,DN1750_Banjar,Emulsion,1348.765685,3000,100,3000,9,2.98396652,2185,4,827.4358839,15.21140243,0.15,8.328594128,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
787,DN1750_Banjar,Emulsion,70.74849243,3000,100,3000,52,6.74619534,2185,4,865.2674263,7.76154223,0,18.00614161,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
788,DN1750_Banjar,Emulsion,185.9172798,3000,100,3000,52,6.4588797,2185,4,861.863423,5.30206178,0,17.30736088,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
789,DN1750_Banjar,Emulsion,262.3119124,3000,100,3000,52,6.19295224,2185,4,861.9790287,5.38559192,0,16.59254998,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
790,DN1750_Banjar,Emulsion,319.9347186,3000,100,3000,52,6.02930026,2185,4,861.7503551,5.22036778,0,16.15836987,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
791,DN1750_Banjar,Emulsion,421.9813953,3000,100,3000,52,5.8304783,2185,4,862.3927292,5.68449349,0,15.61389306,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
792,DN1750_Banjar,Emulsion,497.0560466,3000,100,3000,52,5.72632401,2185,4,861.7701567,5.2346777,0,15.34604867,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
793,DN1750_Banjar,Emulsion,576.4370963,3000,100,3000,52,5.58715562,2185,4,861.8003387,5.2564834,0,14.97256514,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
794,DN1750_Banjar,Emulsion,665.4253733,3000,100,3000,52,5.27093271,2185,4,861.4399889,4.99611788,0,14.13105372,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
795,DN1750_Banjar,Emulsion,713.2512671,3000,100,3000,52,5.16975361,2185,4,861.3757238,4.94968469,0,13.86083268,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
796,DN1750_Banjar,Emulsion,789.5885317,3000,100,3000,52,4.89977605,2185,4,862.0008252,5.40133903,0,13.12745846,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
797,DN1750_Banjar,Emulsion,860.0048004,3000,100,3000,52,4.55427167,2185,4,861.6654448,5.15900351,0,12.20653386,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
798,DN1750_Banjar,Emulsion,892.2654901,3000,100,3000,52,4.41202401,2185,4,861.8712659,5.30772564,0,11.82245226,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
799,DN1750_Banjar,Emulsion,947.7067401,3000,100,3000,52,4.20811337,2185,4,861.7624788,5.22912615,0,11.27747711,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
800,DN1750_Banjar,Emulsion,995.7753401,3000,100,3000,52,4.12879582,2185,4,862.2886402,5.6634082,0,11.05815939,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
801,DN1750_Banjar,Emulsion,1027.608956,3000,100,3000,52,4.0149733,2185,4,862.3416936,5.69654702,0,10.75264681,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
802,DN1750_Banjar,Emulsion,1030.888465,3000,100,3000,52,3.90183273,2185,4,862.2212485,5.48714217,0,10.45110064,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
803,DN1750_Banjar,Emulsion,1033.405583,3000,100,3000,52,3.88882213,2185,4,862.3427527,5.5749624,0,10.41478395,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
804,DN1750_Banjar,Emulsion,1038.218134,3000,100,3000,52,3.90352969,2185,4,861.5533975,5.00445908,0,10.46375087,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
805,DN1750_Banjar,Emulsion,116.3530002,3000,100,3000,63,6.28631636,2185,4,907.8282327,38.28098526,0.2,15.99206889,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
806,DN1750_Banjar,Emulsion,129.8124731,3000,100,3000,63,6.4878247,2185,4,857.4790074,1.3544876,0,17.47381421,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
807,DN1750_Banjar,Emulsion,136.9156142,3000,100,3000,63,6.77870735,2185,4,875.5109106,14.42225813,0.1,17.88123151,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
808,DN1750_Banjar,Emulsion,145.0448644,3000,100,3000,63,6.54266687,2185,4,881.8682815,19.62333339,0.15,17.13417465,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
809,DN1750_Banjar,Emulsion,188.588993,3000,100,3000,63,6.03563326,2185,4,902.1661418,33.89102572,0.2,15.45070934,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
810,DN1750_Banjar,Emulsion,192.9759484,3000,100,3000,63,6.59742176,2185,4,869.1222268,9.99450529,0.1,17.53095179,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
811,DN1750_Banjar,Emulsion,216.276329,3000,100,3000,63,6.41476867,2185,4,877.1164845,16.19367645,0.15,16.89024036,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
812,DN1750_Banjar,Emulsion,223.3269661,3000,100,3000,63,6.31533327,2185,4,857.0025887,1.32622831,0,17.01869455,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
813,DN1750_Banjar,Emulsion,261.4764065,3000,100,3000,63,6.21155793,2185,4,874.8125329,14.5030313,0.15,16.39825544,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
814,DN1750_Banjar,Emulsion,266.8191957,3000,100,3000,63,5.66643162,2185,4,887.1712454,23.15765118,0.2,14.75075666,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
815,DN1750_Banjar,Emulsion,274.8396169,3000,100,3000,63,6.42186775,2185,4,866.7319012,8.4728961,0.1,17.11152356,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
816,DN1750_Banjar,Emulsion,284.8469455,3000,100,3000,63,6.10835911,2185,4,856.7890931,1.44633781,0,16.46503793,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
817,DN1750_Banjar,Emulsion,319.3172093,3000,100,3000,63,5.56371236,2185,4,882.1289269,19.54404169,0.2,14.56614769,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
818,DN1750_Banjar,Emulsion,324.7880416,3000,100,3000,63,5.93747278,2185,4,874.8515432,14.52886219,0.15,15.67398306,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
819,DN1750_Banjar,Emulsion,329.0960643,3000,100,3000,63,6.29210328,2185,4,866.7083648,8.6008315,0.1,16.76621219,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
820,DN1750_Banjar,Emulsion,357.4966145,3000,100,3000,63,5.87482301,2185,4,856.7264841,1.37909538,0,15.83670031,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
821,DN1750_Banjar,Emulsion,376.5453648,3000,100,3000,63,5.544025,2185,4,882.0344192,19.53088092,0.2,14.51616015,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
822,DN1750_Banjar,Emulsion,381.552082,3000,100,3000,63,6.00913348,2185,4,867.3541728,9.00070997,0.1,16.00027631,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
823,DN1750_Banjar,Emulsion,405.5594913,3000,100,3000,63,5.79433106,2185,4,874.5501445,14.39006012,0.15,15.30138325,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
824,DN1750_Banjar,Emulsion,454.0627234,3000,100,3000,63,5.48698647,2185,4,881.8583204,19.45182009,0.2,14.36968262,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
825,DN1750_Banjar,Emulsion,455.7632626,3000,100,3000,63,5.68476907,2185,4,856.760733,1.394049,0,15.32376126,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
826,DN1750_Banjar,Emulsion,467.9135477,3000,100,3000,63,5.70770214,2185,4,874.6896877,14.51851033,0.15,15.07021327,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
827,DN1750_Banjar,Emulsion,483.3280948,3000,100,3000,63,5.77038851,2185,4,867.6289924,9.27023268,0.1,15.35971305,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
828,DN1750_Banjar,Emulsion,512.6264875,3000,100,3000,63,5.58640267,2185,4,856.8503242,1.5027994,0,15.05703205,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
829,DN1750_Banjar,Emulsion,520.537672,3000,100,3000,63,5.42884752,2185,4,881.8418498,19.515908,0.2,14.21769004,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
830,DN1750_Banjar,Emulsion,532.0709101,3000,100,3000,63,5.53272168,2185,4,874.8149559,14.71529459,0.15,14.60611543,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
831,DN1750_Banjar,Emulsion,537.608081,3000,100,3000,63,5.68766528,2185,4,867.0971712,9.00243277,0.1,15.14880462,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
832,DN1750_Banjar,Emulsion,580.8815958,3000,100,3000,63,5.34757868,2185,4,856.6216017,1.4257687,0,14.41717815,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
833,DN1750_Banjar,Emulsion,581.3976411,3000,100,3000,63,5.29278198,2185,4,881.7178055,19.43312276,0.2,13.86329604,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
834,DN1750_Banjar,Emulsion,604.9608819,3000,100,3000,63,5.32783549,2185,4,874.6788624,14.61713243,0.15,14.06741432,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
835,DN1750_Banjar,Emulsion,607.1293044,3000,100,3000,63,5.42020509,2185,4,867.0962504,8.99231255,0.1,14.43645346,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
836,DN1750_Banjar,Emulsion,639.0747761,3000,100,3000,63,5.20041518,2185,4,856.6580787,1.44719427,0,14.01982543,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
837,DN1750_Banjar,Emulsion,648.2695083,3000,100,3000,63,5.02064878,2185,4,882.0860155,19.66948368,0.2,13.14501264,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
838,DN1750_Banjar,Emulsion,648.8592277,3000,100,3000,63,5.18546268,2185,4,856.5610881,1.42860503,0,13.98109785,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
839,DN1750_Banjar,Emulsion,650.5943432,3000,100,3000,63,5.18921818,2185,4,856.5025919,1.35215033,0,13.99217902,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
840,DN1750_Banjar,Emulsion,664.8057602,3000,100,3000,63,5.18646944,2185,4,875.0486074,14.84913939,0.15,13.68837041,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
841,DN1750_Banjar,Emulsion,676.9445807,3000,100,3000,63,5.29507621,2185,4,867.8426069,9.46705577,0.1,14.09104983,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
842,DN1750_Banjar,Emulsion,689.5084144,3000,100,3000,63,5.17595089,2185,4,856.9879175,1.59478522,0,13.94850144,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
843,DN1750_Banjar,Emulsion,697.0830666,3000,100,3000,63,4.93711704,2185,4,882.0678274,19.65175243,0.2,12.92657721,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
844,DN1750_Banjar,Emulsion,719.3853965,3000,100,3000,63,5.03185295,2185,4,875.1496949,14.90125064,0.15,13.27876542,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
845,DN1750_Banjar,Emulsion,732.9634871,3000,100,3000,63,5.16502779,2185,4,867.7665756,9.44528325,0.1,13.74617435,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
846,DN1750_Banjar,Emulsion,744.8055429,3000,100,3000,63,4.93251593,2185,4,882.8204884,20.19618052,0.2,12.90351992,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
847,DN1750_Banjar,Emulsion,752.3367314,3000,100,3000,63,4.92954205,2185,4,856.8400052,1.56382457,0,13.28675552,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
848,DN1750_Banjar,Emulsion,781.3003038,3000,100,3000,63,4.74773479,2185,4,875.1515236,14.99498254,0.15,12.52896804,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
849,DN1750_Banjar,Emulsion,788.0176599,3000,100,3000,63,4.95064429,2185,4,867.6221669,9.38128791,0.1,13.17780835,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
850,DN1750_Banjar,Emulsion,802.7072091,3000,100,3000,63,4.67985546,2185,4,882.9092338,20.26036923,0.2,12.24132659,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
851,DN1750_Banjar,Emulsion,811.3639633,3000,100,3000,63,4.72349973,2185,4,856.5951885,1.40180367,0,12.7350416,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
852,DN1750_Banjar,Emulsion,821.7478801,3000,100,3000,63,4.62179898,2185,4,875.2000464,15.01843918,0.15,12.1959553,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
853,DN1750_Banjar,Emulsion,832.9573893,3000,100,3000,63,4.54256598,2185,4,883.0505967,20.36262312,0.2,11.88030963,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
854,DN1750_Banjar,Emulsion,856.4863838,3000,100,3000,63,4.67573746,2185,4,867.5983812,9.42328427,0.1,12.44639238,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
855,DN1750_Banjar,Emulsion,862.1230493,3000,100,3000,63,4.39891618,2185,4,875.4395748,15.14729496,0.15,11.60463847,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
856,DN1750_Banjar,Emulsion,873.7246563,3000,100,3000,63,4.3523423,2185,4,883.1644196,20.44495413,0.2,11.38134488,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
857,DN1750_Banjar,Emulsion,881.7651682,3000,100,3000,63,4.42833968,2185,4,856.78901,1.52946967,0,11.93655883,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
858,DN1750_Banjar,Emulsion,898.841302,3000,100,3000,63,4.2679194,2185,4,875.6518678,15.34193576,0.15,11.25633046,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
859,DN1750_Banjar,Emulsion,899.741075,3000,100,3000,63,4.47942705,2185,4,867.6261431,9.46224197,0.1,11.9234502,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
860,DN1750_Banjar,Emulsion,904.1962778,3000,100,3000,63,4.25333278,2185,4,883.2078776,20.43739338,0.2,11.1218884,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
861,DN1750_Banjar,Emulsion,912.9411865,3000,100,3000,63,4.27021658,2185,4,882.983533,20.2406647,0.2,11.16887426,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
862,DN1750_Banjar,Emulsion,913.9510987,3000,100,3000,63,4.23749083,2185,4,883.2619171,20.44209496,0.2,11.07978592,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
863,DN1750_Banjar,Emulsion,921.7597936,3000,100,3000,63,4.23682374,2185,4,883.2420478,20.42771434,0.2,11.07829089,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
864,DN1750_Banjar,Emulsion,923.1674087,3000,100,3000,63,4.23900743,2185,4,883.2581536,20.47376582,0.2,11.08379861,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
865,DN1750_Banjar,Emulsion,923.4929939,3000,100,3000,63,4.27935324,2185,4,856.7980371,1.55309966,0,11.53484539,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
866,DN1750_Banjar,Emulsion,924.860058,3000,100,3000,63,4.24181184,2185,4,875.6678259,15.38571986,0.15,11.18726977,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
867,DN1750_Banjar,Emulsion,940.3436397,3000,100,3000,63,4.18952036,2185,4,875.5498116,15.32601245,0.15,11.05084659,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
868,DN1750_Banjar,Emulsion,942.1348215,3000,100,3000,63,4.18981584,2185,4,875.2894289,15.17292178,0.15,11.05491365,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
869,DN1750_Banjar,Emulsion,943.7405285,3000,100,3000,63,4.19830343,2185,4,875.1992971,15.13106063,0.15,11.07844911,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
870,DN1750_Banjar,Emulsion,950.2147787,3000,100,3000,63,4.2992997,2185,4,867.7474628,9.4740804,0.1,11.44238277,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
871,DN1750_Banjar,Emulsion,975.0025459,3000,100,3000,63,4.09600909,2185,4,856.7189892,1.49605358,0,11.04166641,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
872,DN1750_Banjar,Emulsion,981.0562672,3000,100,3000,63,4.19809559,2185,4,867.488304,9.2610153,0.1,11.17637072,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
873,DN1750_Banjar,Emulsion,1003.443189,3000,100,3000,63,4.13571787,2185,4,867.7918288,9.53212674,0.1,11.00645473,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
874,DN1750_Banjar,Emulsion,1013.067086,3000,100,3000,63,3.99056137,2185,4,856.6614819,1.47412067,0,10.75813173,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
875,DN1750_Banjar,Emulsion,1017.643138,3000,100,3000,63,4.05621169,2185,4,867.6801962,9.43502956,0.1,10.79625244,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
876,DN1750_Banjar,Emulsion,1024.914014,3000,100,3000,63,4.03452663,2185,4,867.7087797,9.40831829,0.1,10.73818046,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
877,DN1750_Banjar,Emulsion,1027.092451,3000,100,3000,63,4.0254196,2185,4,867.6602578,9.4182627,0.1,10.7145406,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
878,DN1750_Banjar,Emulsion,1035.817539,3000,100,3000,63,3.89471666,2185,4,856.6874959,1.49289345,0,10.49942568,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
879,DN1750_Banjar,Emulsion,1051.530611,3000,100,3000,63,3.79796685,2185,4,856.7345398,1.52684137,0,10.23804413,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
880,DN1750_Banjar,Emulsion,1053.589126,3000,100,3000,63,3.77810857,2185,4,856.7423419,1.5227113,0,10.18442013,-1,-1,-1,-1,-1,0.035599,100,60,0,DN1750,none
